customer_id,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C106075,0,Yes,Yes,39,One year,Fiber optic,Yes,No,Yes,Mailed check,91.58,3458.24,Yes
C106076,0,Yes,No,52,One year,DSL,Yes,Yes,No,Electronic check,48.35,2434.72,No
C106077,0,No,Yes,1,Month-to-month,Fiber optic,No,No,No,Electronic check,68.73,65.39,Yes
C106078,1,No,Yes,25,Month-to-month,DSL,No,Yes,No,Electronic check,62.74,1623.13,No
C106079,0,Yes,No,38,One year,DSL,Yes,No,Yes,Electronic check,40.23,1499.55,No
C106080,1,No,No,4,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,105.06,424.17,No
C106081,0,No,No,25,One year,DSL,No,Yes,Yes,Bank transfer,67.1,1735.7,No
C106082,1,Yes,No,1,Month-to-month,DSL,No,Yes,No,Bank transfer,80.91,81.06,No
C106083,0,No,No,35,One year,DSL,No,No,Yes,Bank transfer,65.55,2240.12,Yes
C106084,0,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,88.7,79.93,Yes
C106085,0,Yes,No,23,Two year,Fiber optic,No,Yes,Yes,Bank transfer,71.37,1645.07,No
C106086,0,No,No,14,Month-to-month,Fiber optic,Yes,Yes,Yes,Credit card,55.37,775.76,Yes
C106087,0,No,No,22,Month-to-month,DSL,No,No,Yes,Bank transfer,59.07,1300.32,No
C106088,0,No,Yes,56,One year,Fiber optic,No,No,No,Electronic check,94.4,5431.19,Yes
C106089,0,Yes,No,32,One year,DSL,No,Yes,No,Credit card,21.69,681.24,No
C106090,0,No,No,12,Month-to-month,DSL,Yes,Yes,No,Mailed check,63.53,724.52,Yes
C106091,0,No,No,38,Month-to-month,DSL,No,Yes,No,Bank transfer,42.02,1669.49,No
C106092,0,Yes,No,26,One year,Fiber optic,No,No,No,Electronic check,93.73,2318.64,No
C106093,0,No,No,25,Month-to-month,DSL,Yes,No,Yes,Electronic check,53.36,1236.35,Yes
C106094,0,Yes,No,10,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,73.01,685.44,Yes
C106095,0,No,No,34,One year,No,No,No,No,Electronic check,18.0,621.79,No
C106096,0,Yes,No,10,Month-to-month,DSL,No,No,Yes,Credit card,55.24,498.36,Yes
C106097,1,Yes,No,34,Month-to-month,DSL,No,Yes,Yes,Electronic check,61.05,2012.2,No
C106098,1,No,No,53,Two year,DSL,No,Yes,No,Electronic check,33.74,1729.74,No
C106099,0,No,No,30,Month-to-month,Fiber optic,No,No,No,Credit card,96.43,2694.95,Yes
C106100,0,Yes,Yes,48,Two year,No,No,No,Yes,Electronic check,18.0,802.01,No
C106101,0,Yes,No,35,Two year,DSL,No,Yes,Yes,Credit card,54.04,1775.43,No
C106102,0,Yes,No,7,Month-to-month,Fiber optic,No,No,No,Bank transfer,89.75,659.26,Yes
C106103,1,Yes,Yes,52,Two year,DSL,Yes,Yes,No,Credit card,57.61,3128.93,No
C106104,0,No,No,9,Month-to-month,No,No,No,No,Bank transfer,57.02,528.37,No
C106105,1,No,No,34,One year,Fiber optic,Yes,No,Yes,Electronic check,83.87,2941.94,No
C106106,1,No,No,45,Month-to-month,Fiber optic,No,Yes,No,Credit card,75.96,3410.28,No
C106107,0,No,Yes,8,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,51.29,425.15,Yes
C106108,0,Yes,No,37,Two year,Fiber optic,No,Yes,Yes,Electronic check,88.5,3176.07,No
C106109,0,No,Yes,33,Month-to-month,No,Yes,No,Yes,Electronic check,18.0,611.84,No
C106110,0,Yes,Yes,35,Two year,DSL,No,No,Yes,Bank transfer,60.2,2120.65,No
C106111,0,Yes,No,19,Month-to-month,DSL,No,No,Yes,Mailed check,69.32,1262.57,Yes
C106112,0,No,No,27,One year,DSL,No,No,No,Credit card,62.25,1513.79,No
C106113,0,Yes,No,38,Month-to-month,No,No,No,Yes,Mailed check,40.37,1591.35,No
C106114,1,Yes,No,14,Month-to-month,No,No,Yes,No,Electronic check,18.0,236.75,No
C106115,0,No,No,43,Two year,Fiber optic,No,No,Yes,Bank transfer,67.12,2667.63,No
C106116,0,No,No,41,One year,DSL,No,No,No,Electronic check,49.85,1912.16,No
C106117,0,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Electronic check,63.89,65.81,Yes
C106118,0,No,No,13,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,73.57,932.67,Yes
C106119,0,No,Yes,20,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,83.21,1600.31,Yes
C106120,0,No,No,72,One year,Fiber optic,No,No,Yes,Mailed check,73.1,5165.5,No
C106121,0,Yes,No,1,Month-to-month,No,No,Yes,No,Credit card,25.38,25.38,Yes
C106122,0,Yes,No,59,Two year,DSL,No,Yes,Yes,Credit card,40.94,2535.7,No
C106123,0,No,No,50,Two year,Fiber optic,No,No,Yes,Electronic check,66.32,3001.49,No
C106124,0,No,No,71,Two year,DSL,No,No,Yes,Electronic check,62.87,4564.28,No
C106125,0,No,No,17,Month-to-month,No,No,No,Yes,Bank transfer,33.5,521.07,No
C106126,0,No,No,4,Month-to-month,DSL,Yes,No,Yes,Mailed check,53.05,211.73,No
C106127,0,No,No,55,Two year,No,Yes,No,No,Credit card,27.9,1491.29,No
C106128,0,Yes,Yes,12,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,73.88,839.61,Yes
C106129,0,Yes,Yes,1,Month-to-month,No,Yes,No,Yes,Electronic check,32.48,33.12,Yes
C106130,0,Yes,No,1,Month-to-month,Fiber optic,Yes,No,No,Mailed check,88.47,89.61,No
C106131,0,Yes,Yes,14,Month-to-month,DSL,Yes,No,No,Bank transfer,55.87,767.61,No
C106132,0,Yes,Yes,47,One year,Fiber optic,Yes,No,Yes,Mailed check,55.45,2564.95,No
C106133,0,Yes,Yes,59,One year,No,No,Yes,No,Electronic check,19.27,1179.63,No
C106134,0,No,No,5,Month-to-month,DSL,Yes,No,No,Credit card,57.91,290.31,Yes
C106135,0,No,Yes,61,Two year,Fiber optic,No,Yes,No,Credit card,102.81,6173.59,No
C106136,0,No,Yes,21,Month-to-month,Fiber optic,No,No,No,Credit card,92.35,1965.39,Yes
C106137,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,96.16,96.86,Yes
C106138,0,No,No,37,Month-to-month,DSL,No,No,Yes,Electronic check,56.13,2100.17,No
C106139,0,Yes,No,1,Month-to-month,DSL,No,Yes,No,Bank transfer,51.49,52.78,Yes
C106140,1,Yes,Yes,14,Month-to-month,DSL,Yes,No,Yes,Bank transfer,46.49,672.91,No
C106141,0,Yes,No,47,Two year,DSL,Yes,No,Yes,Credit card,49.06,2337.32,No
C106142,0,No,Yes,22,Month-to-month,DSL,Yes,No,No,Electronic check,41.73,905.49,No
C106143,0,No,Yes,9,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,76.13,633.58,Yes
C106144,1,Yes,Yes,27,Month-to-month,No,No,Yes,Yes,Credit card,18.0,442.71,No
C106145,0,Yes,No,56,Two year,DSL,No,Yes,No,Credit card,61.45,3164.4,No
C106146,0,Yes,No,35,One year,DSL,Yes,No,Yes,Mailed check,40.6,1285.54,No
C106147,0,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,94.69,92.77,Yes
C106148,0,No,Yes,4,Month-to-month,DSL,No,Yes,No,Credit card,53.84,221.3,No
C106149,0,Yes,No,11,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,67.73,760.58,Yes
C106150,0,Yes,Yes,17,Month-to-month,DSL,No,No,No,Bank transfer,48.53,840.73,Yes
C106151,1,No,Yes,40,Two year,Fiber optic,Yes,No,Yes,Mailed check,63.31,2565.0,No
C106152,0,No,No,66,Two year,Fiber optic,No,Yes,Yes,Electronic check,100.8,6663.34,No
C106153,0,Yes,No,41,Month-to-month,No,No,No,No,Bank transfer,24.91,1007.66,No
C106154,0,No,No,44,One year,Fiber optic,No,Yes,Yes,Mailed check,82.5,3671.25,No
C106155,0,No,No,19,Month-to-month,No,No,Yes,Yes,Credit card,18.0,333.84,No
C106156,1,No,No,1,Month-to-month,No,No,Yes,Yes,Electronic check,21.95,21.5,Yes
C106157,0,Yes,Yes,24,Month-to-month,Fiber optic,No,No,No,Electronic check,95.27,2332.36,Yes
C106158,0,Yes,No,14,Month-to-month,DSL,No,Yes,Yes,Electronic check,65.46,955.1,No
C106159,0,No,No,30,One year,DSL,No,Yes,Yes,Credit card,50.41,1502.1,No
C106160,1,No,No,24,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,70.15,1524.93,Yes
C106161,0,No,Yes,28,One year,Fiber optic,No,No,Yes,Electronic check,86.6,2270.29,No
C106162,0,No,Yes,36,Two year,No,No,No,Yes,Credit card,54.59,1985.23,No
C106163,0,No,No,69,One year,DSL,No,Yes,Yes,Electronic check,49.45,3445.25,No
C106164,0,Yes,Yes,17,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,98.55,1538.06,No
C106165,0,No,No,33,Month-to-month,DSL,No,No,No,Bank transfer,23.85,711.44,No
C106166,0,Yes,No,26,One year,Fiber optic,No,Yes,Yes,Credit card,89.71,2238.4,No
C106167,0,Yes,No,40,One year,No,Yes,No,Yes,Credit card,43.35,1751.49,No
C106168,1,Yes,No,22,One year,Fiber optic,No,Yes,Yes,Credit card,81.86,1848.26,No
C106169,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,75.5,68.32,Yes
C106170,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,82.21,85.15,Yes
C106171,0,No,No,72,Two year,Fiber optic,Yes,Yes,No,Electronic check,71.29,5108.59,No
C106172,0,No,No,60,One year,DSL,No,No,No,Bank transfer,60.77,3616.18,No
C106173,1,No,Yes,31,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,71.76,2205.17,No
C106174,0,No,No,17,One year,DSL,No,No,Yes,Electronic check,54.87,951.37,Yes
C106175,1,Yes,No,17,Month-to-month,Fiber optic,Yes,No,No,Electronic check,73.38,1282.15,Yes
C106176,0,Yes,No,41,One year,DSL,Yes,Yes,Yes,Credit card,66.67,2592.44,No
C106177,0,No,No,43,One year,No,Yes,Yes,Yes,Mailed check,36.67,1439.49,No
C106178,0,Yes,No,20,One year,Fiber optic,Yes,No,Yes,Credit card,70.6,1278.61,No
C106179,0,Yes,No,27,Month-to-month,DSL,No,No,Yes,Mailed check,43.68,1204.78,Yes
C106180,0,Yes,No,72,Two year,No,No,No,No,Credit card,18.0,1284.92,No
C106181,0,No,No,68,Two year,Fiber optic,No,No,No,Electronic check,89.34,5613.07,No
C106182,0,Yes,No,61,Two year,Fiber optic,No,Yes,No,Bank transfer,71.56,4437.16,No
C106183,0,Yes,No,38,One year,No,Yes,Yes,Yes,Credit card,21.41,830.52,No
C106184,0,No,Yes,5,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,78.36,399.05,Yes
C106185,1,No,No,50,Two year,Fiber optic,Yes,No,Yes,Credit card,62.72,2965.16,No
C106186,0,No,No,62,One year,Fiber optic,No,No,No,Electronic check,97.92,5657.76,No
C106187,0,Yes,No,29,One year,DSL,Yes,Yes,Yes,Mailed check,72.38,1893.23,No
C106188,0,No,No,40,One year,DSL,No,Yes,No,Mailed check,67.13,2467.76,No
C106189,0,No,No,29,Month-to-month,Fiber optic,No,No,Yes,Electronic check,97.13,2537.6,No
C106190,1,Yes,No,59,Two year,Fiber optic,No,No,No,Credit card,99.32,5291.99,No
C106191,1,No,No,55,One year,No,No,No,No,Electronic check,29.28,1475.84,No
C106192,1,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Electronic check,81.35,84.14,Yes
C106193,0,Yes,Yes,17,Month-to-month,No,No,No,Yes,Electronic check,36.46,635.34,No
C106194,0,Yes,No,7,Month-to-month,DSL,No,Yes,Yes,Credit card,56.58,410.95,No
C106195,0,No,No,8,Month-to-month,DSL,No,No,Yes,Credit card,48.58,388.91,Yes
C106196,0,No,No,47,Two year,Fiber optic,No,No,No,Mailed check,75.3,3573.03,No
C106197,0,No,No,15,Month-to-month,No,Yes,No,Yes,Mailed check,18.0,264.5,No
C106198,0,No,No,25,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,52.68,1264.84,No
C106199,0,No,No,40,Two year,Fiber optic,Yes,No,Yes,Electronic check,96.21,3804.18,No
C106200,0,No,Yes,20,Month-to-month,Fiber optic,Yes,No,No,Electronic check,101.78,1959.31,Yes
C106201,0,No,Yes,19,Month-to-month,Fiber optic,No,No,Yes,Credit card,94.65,1861.52,Yes
C106202,0,No,Yes,51,One year,DSL,No,No,No,Mailed check,66.27,3470.18,No
C106203,1,No,No,15,Month-to-month,DSL,No,No,No,Electronic check,56.96,865.65,No
C106204,0,Yes,No,48,One year,DSL,No,Yes,Yes,Electronic check,49.99,2433.49,No
C106205,1,No,No,57,Two year,Fiber optic,Yes,Yes,No,Electronic check,74.67,4400.69,Yes
C106206,0,Yes,Yes,3,One year,DSL,Yes,No,Yes,Electronic check,26.8,77.13,No
C106207,0,Yes,No,32,Month-to-month,No,No,No,Yes,Mailed check,22.51,667.93,No
C106208,0,Yes,Yes,10,Month-to-month,Fiber optic,No,No,Yes,Credit card,68.25,689.03,Yes
C106209,0,Yes,Yes,1,Month-to-month,DSL,No,Yes,Yes,Credit card,47.13,46.55,Yes
C106210,0,No,No,45,Two year,DSL,No,No,Yes,Electronic check,40.18,1836.68,No
C106211,0,No,No,34,One year,DSL,No,No,No,Electronic check,60.59,1967.15,Yes
C106212,1,Yes,No,25,One year,Fiber optic,Yes,No,No,Mailed check,94.12,2152.96,Yes
C106213,0,No,Yes,34,One year,DSL,No,No,No,Electronic check,64.72,2286.24,No
C106214,0,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Credit card,65.66,68.26,Yes
C106215,1,No,No,17,One year,Fiber optic,No,No,No,Electronic check,84.17,1497.33,Yes
C106216,0,No,No,15,Month-to-month,Fiber optic,Yes,No,No,Electronic check,81.76,1218.75,No
C106217,0,Yes,No,38,Month-to-month,No,No,No,Yes,Credit card,18.0,670.76,No
C106218,1,No,Yes,72,Two year,Fiber optic,Yes,No,No,Credit card,67.77,5087.3,No
C106219,0,Yes,No,9,Month-to-month,DSL,No,No,Yes,Credit card,45.5,415.44,Yes
C106220,0,No,No,37,One year,DSL,No,Yes,Yes,Mailed check,60.15,2035.1,Yes
C106221,0,No,No,15,One year,DSL,No,Yes,Yes,Electronic check,57.89,877.08,No
C106222,0,No,No,14,Month-to-month,DSL,No,Yes,Yes,Electronic check,57.2,721.16,No
C106223,0,No,No,58,Two year,Fiber optic,Yes,Yes,Yes,Credit card,77.72,4681.13,No
C106224,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,81.76,75.64,Yes
C106225,0,Yes,Yes,59,Two year,Fiber optic,No,Yes,No,Credit card,63.4,3891.61,No
C106226,0,No,No,20,Month-to-month,Fiber optic,No,No,No,Credit card,72.1,1475.38,Yes
C106227,0,Yes,No,10,One year,Fiber optic,No,No,Yes,Credit card,83.84,758.73,No
C106228,1,No,No,56,Two year,Fiber optic,Yes,Yes,Yes,Credit card,84.2,4614.33,No
C106229,0,No,No,20,Two year,DSL,Yes,Yes,No,Mailed check,41.37,773.54,No
C106230,1,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,80.32,83.91,No
C106231,0,Yes,No,21,Month-to-month,DSL,No,Yes,Yes,Mailed check,48.79,1074.0,No
C106232,0,No,No,45,One year,Fiber optic,Yes,No,Yes,Credit card,85.7,3496.76,No
C106233,0,Yes,No,13,One year,DSL,No,No,Yes,Electronic check,41.73,549.2,No
C106234,0,No,Yes,14,Month-to-month,Fiber optic,No,No,Yes,Credit card,75.76,1005.65,Yes
C106235,1,No,No,19,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,105.61,2061.15,Yes
C106236,0,No,No,55,Two year,DSL,No,No,Yes,Bank transfer,48.42,2536.85,No
C106237,0,No,Yes,15,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,93.59,1465.02,Yes
C106238,1,No,No,37,Month-to-month,Fiber optic,No,No,Yes,Electronic check,72.27,2576.55,Yes
C106239,1,No,No,41,One year,Fiber optic,No,No,No,Electronic check,79.96,3067.29,No
C106240,0,No,No,12,Month-to-month,DSL,No,Yes,Yes,Electronic check,47.79,532.76,Yes
C106241,0,No,No,49,Two year,DSL,Yes,Yes,No,Electronic check,73.84,3682.82,No
C106242,0,Yes,Yes,54,Month-to-month,No,No,Yes,No,Bank transfer,29.02,1499.91,No
C106243,0,No,No,28,Month-to-month,DSL,Yes,Yes,Yes,Mailed check,61.53,1599.4,No
C106244,0,Yes,No,13,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,31.31,406.74,Yes
C106245,1,Yes,No,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,67.35,70.12,No
C106246,1,Yes,No,49,Two year,DSL,No,Yes,No,Electronic check,41.77,2039.35,No
C106247,0,No,No,25,Month-to-month,DSL,No,No,Yes,Bank transfer,62.57,1561.25,Yes
C106248,0,No,No,8,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,64.5,537.98,Yes
C106249,0,No,Yes,36,Two year,DSL,No,Yes,Yes,Credit card,66.95,2423.41,No
C106250,0,No,No,27,Month-to-month,DSL,No,No,No,Credit card,47.71,1250.07,Yes
C106251,0,No,No,50,One year,Fiber optic,No,No,No,Mailed check,72.47,3329.05,No
C106252,0,Yes,Yes,45,Two year,DSL,No,Yes,No,Electronic check,68.97,2981.36,No
C106253,0,No,No,34,Two year,No,No,Yes,No,Electronic check,31.51,1057.39,No
C106254,1,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Mailed check,63.31,66.47,No
C106255,0,No,No,4,Month-to-month,DSL,No,No,Yes,Electronic check,56.46,203.7,No
C106256,0,Yes,No,23,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,77.91,1817.03,No
C106257,0,No,No,27,One year,DSL,No,No,Yes,Mailed check,57.37,1573.49,No
C106258,1,Yes,No,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,66.98,210.33,No
C106259,0,Yes,Yes,25,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,84.39,1915.71,Yes
C106260,0,No,Yes,24,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,77.12,1917.26,Yes
C106261,0,Yes,No,28,Month-to-month,No,Yes,Yes,Yes,Mailed check,32.89,885.39,No
C106262,0,No,No,57,One year,Fiber optic,Yes,No,Yes,Credit card,66.07,3453.45,No
C106263,0,Yes,No,16,Month-to-month,No,No,No,No,Mailed check,31.08,511.94,No
C106264,0,Yes,No,1,Month-to-month,DSL,No,No,No,Credit card,81.81,80.85,No
C106265,0,Yes,No,33,Month-to-month,Fiber optic,No,No,Yes,Credit card,82.69,2864.45,No
C106266,0,Yes,No,12,Month-to-month,Fiber optic,No,No,No,Electronic check,56.29,638.07,Yes
C106267,0,Yes,No,10,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,84.6,828.39,Yes
C106268,0,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Credit card,98.26,97.21,Yes
C106269,0,No,Yes,25,One year,No,Yes,No,No,Mailed check,35.46,886.95,No
C106270,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Bank transfer,69.62,70.2,Yes
C106271,0,No,Yes,23,One year,DSL,Yes,No,Yes,Credit card,36.92,790.98,No
C106272,1,Yes,No,37,Month-to-month,Fiber optic,No,Yes,No,Mailed check,97.7,3281.25,Yes
C106273,0,No,No,2,Month-to-month,Fiber optic,Yes,No,No,Electronic check,83.85,162.61,Yes
C106274,0,Yes,No,9,Month-to-month,Fiber optic,No,No,Yes,Mailed check,82.36,728.64,No
C106275,1,No,No,72,Two year,No,No,No,Yes,Mailed check,18.38,1357.18,No
C106276,0,Yes,No,35,Month-to-month,Fiber optic,No,No,No,Credit card,78.1,2640.68,Yes
C106277,0,Yes,No,42,Month-to-month,No,Yes,No,Yes,Credit card,27.72,1106.35,Yes
C106278,1,No,No,22,Two year,No,No,Yes,Yes,Electronic check,18.0,412.0,Yes
C106279,0,Yes,Yes,39,Month-to-month,DSL,No,Yes,No,Electronic check,79.73,3075.82,Yes
C106280,0,No,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,82.59,84.67,Yes
C106281,0,No,No,17,Month-to-month,No,No,No,No,Mailed check,23.62,410.95,No
C106282,0,Yes,Yes,48,Two year,DSL,No,Yes,No,Bank transfer,31.81,1452.76,No
C106283,0,Yes,Yes,20,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,60.69,1220.9,Yes
C106284,0,Yes,No,35,Two year,Fiber optic,No,No,No,Electronic check,94.8,3229.59,Yes
C106285,0,Yes,No,3,Month-to-month,Fiber optic,No,No,Yes,Mailed check,67.45,207.53,Yes
C106286,0,No,No,38,One year,DSL,Yes,Yes,No,Electronic check,61.17,2389.47,No
C106287,0,Yes,No,12,One year,Fiber optic,No,Yes,Yes,Bank transfer,79.42,864.53,No
C106288,0,Yes,No,1,One year,DSL,No,No,Yes,Mailed check,62.97,62.83,No
C106289,1,No,No,16,Month-to-month,DSL,No,Yes,No,Bank transfer,72.66,1169.45,Yes
C106290,0,Yes,Yes,13,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,79.19,1028.85,No
C106291,0,No,No,12,Month-to-month,No,No,Yes,Yes,Credit card,43.57,501.17,No
C106292,0,Yes,No,46,Two year,Fiber optic,No,No,No,Mailed check,78.16,3658.91,No
C106293,1,No,No,22,Month-to-month,DSL,No,No,Yes,Bank transfer,68.76,1557.92,No
C106294,0,No,Yes,1,One year,Fiber optic,Yes,No,No,Bank transfer,75.59,75.11,Yes
C106295,0,No,Yes,55,One year,Fiber optic,No,No,Yes,Bank transfer,80.53,4600.06,No
C106296,0,No,No,61,Two year,Fiber optic,No,Yes,Yes,Credit card,65.75,3939.69,No
C106297,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Electronic check,80.43,74.42,Yes
C106298,0,No,Yes,32,Month-to-month,No,Yes,Yes,No,Bank transfer,18.0,595.88,No
C106299,0,Yes,No,50,Two year,DSL,Yes,Yes,Yes,Credit card,49.84,2448.13,No
C106300,0,No,No,39,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,69.78,2582.68,No
C106301,0,No,No,44,One year,No,No,Yes,Yes,Credit card,24.05,961.77,No
C106302,0,Yes,No,25,One year,Fiber optic,No,No,Yes,Electronic check,84.98,2133.68,No
C106303,0,Yes,Yes,10,One year,Fiber optic,Yes,Yes,Yes,Electronic check,92.62,840.02,No
C106304,0,No,No,55,Two year,No,No,Yes,Yes,Credit card,49.92,2807.42,No
C106305,0,No,Yes,37,One year,Fiber optic,Yes,Yes,Yes,Electronic check,70.77,2433.04,Yes
C106306,1,No,No,9,Month-to-month,No,Yes,Yes,Yes,Bank transfer,21.71,190.12,Yes
C106307,1,Yes,No,66,Two year,DSL,Yes,No,No,Bank transfer,59.14,3801.19,No
C106308,0,No,Yes,12,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,69.78,806.91,No
C106309,0,Yes,No,62,Two year,Fiber optic,Yes,Yes,No,Electronic check,93.56,5447.56,No
C106310,0,Yes,No,11,Month-to-month,Fiber optic,Yes,No,No,Electronic check,68.89,750.84,No
C106311,0,No,Yes,3,One year,DSL,Yes,Yes,Yes,Mailed check,57.02,154.0,No
C106312,0,Yes,No,32,One year,Fiber optic,Yes,No,Yes,Credit card,91.1,2780.85,No
C106313,1,No,No,1,Month-to-month,No,No,No,Yes,Electronic check,22.68,21.69,Yes
C106314,0,Yes,No,50,One year,Fiber optic,No,No,Yes,Electronic check,89.62,4291.26,Yes
C106315,0,Yes,Yes,10,One year,DSL,Yes,No,No,Electronic check,42.13,415.17,No
C106316,0,Yes,No,22,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,83.19,1815.06,No
C106317,1,No,No,60,Two year,No,No,No,Yes,Electronic check,28.12,1671.6,No
C106318,0,Yes,No,36,One year,Fiber optic,Yes,Yes,No,Bank transfer,78.19,2887.36,No
C106319,0,No,No,1,Month-to-month,DSL,Yes,No,Yes,Credit card,85.3,83.92,Yes
C106320,1,No,Yes,56,Two year,Fiber optic,Yes,No,Yes,Credit card,74.94,4272.69,No
C106321,0,No,No,42,Month-to-month,Fiber optic,No,Yes,No,Electronic check,99.45,4316.54,Yes
C106322,0,No,No,25,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,81.85,1961.67,No
C106323,0,Yes,No,23,Two year,DSL,No,No,No,Electronic check,56.08,1301.59,Yes
C106324,0,No,Yes,10,Month-to-month,DSL,Yes,Yes,No,Credit card,60.48,560.05,No
C106325,0,Yes,No,48,Two year,No,No,No,No,Credit card,20.99,945.58,No
C106326,0,Yes,No,32,Month-to-month,Fiber optic,No,No,No,Electronic check,85.51,2498.58,No
C106327,1,Yes,Yes,51,Two year,DSL,Yes,No,Yes,Bank transfer,85.24,4377.39,No
C106328,0,No,No,11,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,44.33,499.01,No
C106329,0,Yes,Yes,39,One year,Fiber optic,No,No,Yes,Electronic check,93.3,3785.77,No
C106330,0,No,Yes,38,One year,DSL,No,Yes,Yes,Mailed check,49.0,1782.19,No
C106331,0,No,No,22,Month-to-month,DSL,No,Yes,Yes,Credit card,53.07,1222.13,Yes
C106332,0,No,Yes,6,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,79.48,498.46,Yes
C106333,0,No,No,21,One year,DSL,No,Yes,Yes,Bank transfer,67.42,1317.71,Yes
C106334,0,No,Yes,18,Month-to-month,No,No,Yes,No,Credit card,18.0,321.71,No
C106335,0,Yes,No,25,Two year,DSL,No,No,No,Mailed check,56.47,1309.19,No
C106336,0,No,Yes,18,Two year,No,No,Yes,No,Credit card,30.86,575.9,No
C106337,0,Yes,Yes,20,Month-to-month,Fiber optic,No,No,Yes,Mailed check,89.79,1666.14,Yes
C106338,1,Yes,No,1,Month-to-month,DSL,Yes,No,Yes,Electronic check,49.62,44.96,No
C106339,1,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Mailed check,82.59,79.9,No
C106340,0,Yes,No,49,One year,Fiber optic,No,No,Yes,Mailed check,76.53,3910.83,No
C106341,0,Yes,No,9,Month-to-month,DSL,No,Yes,No,Bank transfer,40.64,365.41,No
C106342,0,No,Yes,1,Month-to-month,No,Yes,No,No,Electronic check,22.04,22.79,No
C106343,0,Yes,No,6,One year,Fiber optic,Yes,No,Yes,Electronic check,81.65,454.55,No
C106344,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,No,Electronic check,79.52,81.06,Yes
C106345,0,Yes,No,37,One year,Fiber optic,Yes,No,No,Electronic check,73.26,2500.42,No
C106346,0,Yes,Yes,14,One year,No,No,No,Yes,Electronic check,21.83,300.14,No
C106347,0,No,No,19,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,84.77,1672.24,No
C106348,0,Yes,Yes,72,One year,DSL,Yes,No,Yes,Mailed check,56.88,3934.47,No
C106349,0,Yes,No,18,One year,No,No,Yes,No,Credit card,18.0,336.88,No
C106350,0,No,No,56,Two year,Fiber optic,Yes,Yes,Yes,Credit card,89.84,4942.65,No
C106351,0,Yes,No,8,Month-to-month,DSL,Yes,Yes,Yes,Credit card,77.32,573.74,Yes
C106352,0,Yes,Yes,4,Month-to-month,DSL,No,No,No,Credit card,56.69,207.15,Yes
C106353,0,No,No,53,Two year,DSL,No,Yes,No,Credit card,48.27,2673.72,No
